X,Y,_id,timestamp,media_id,location_i,lat,lng,likes_coun,comments_c,comments_d,imageURL,date_time,weekday,day_of_mon,hour,minute,tags_str,foodporn,foodporn,comment_1,food_ltl_1
358484.2462,580016.9343,ObjectId(56cf82e017acf0000132617c),1455513741,1185257626322460302_13879470,1016306579,41.889026,-87.628642,30,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751221_189167974778525_493748341_n.jpg?ig_cache_key=MTE4NTI1NzYyNjMyMjQ2MDMwMg%3D%3D.2,2/15/16 0:22,0,15,0,22,"""steak, eeeeeats, chicago, foodporn, stk, instafood, snowysundaynight, instagood, oysters, meat""",1,1,,"""meal, dish, food, brunch, restaurant, buffet, dinner"""
354158.2777,594487.1371,ObjectId(56cf830917acf000013261c8),1455495076,1185101058463626691_40257684,230029887,42.019606,-87.679433,12,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12750147_580031745487564_158855526_n.jpg?ig_cache_key=MTE4NTEwMTA1ODQ2MzYyNjY5MQ%3D%3D.2,2/14/16 19:11,6,14,19,11,"""charcuterie, foodporn, checkpleasepics, foodgoodiness, charcuterieboard, foodpornography, checkplease, brunch, foodiegoodie""",1,1,,"""meze, meal, dish, food, antipasto, brunch, breakfast, flower, charcuterie"""
354158.2777,594487.1371,ObjectId(56cf830917acf000013261c9),1455495014,1185100538176992690_40257684,230029887,42.019606,-87.679433,8,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729667_113643002357849_1051291055_n.jpg?ig_cache_key=MTE4NTEwMDUzODE3Njk5MjY5MA%3D%3D.2,2/14/16 19:10,6,14,19,10,"""foodporn, checkpleasepics, bacon, foodgoodiness, foodpornography, checkplease, brunch, foodiegoodie, wrappedeggswithbacon""",1,1,,"""meal, canap\u00e9, dish, antipasto, brunch, food, flower, lunch, breakfast, salad"""
357255.0764,579498.111,ObjectId(56cf8347c915f800012f4ba0),1455572110,1185747259662229547_4215983,676535,41.88444505,-87.64350178,37,1,"[{""created_time"":""1455616918"",""text"":""_ÙÔè"",""from"":{""username"":""roxanaskitchen"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/11336326_136562883371912_1558170018_a.jpg"",""id"":""2252364522"",""full_name"":""Roxana Kayvani""},""id"":""118",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12531082_559237100901094_1451804793_n.jpg?ig_cache_key=MTE4NTc0NzI1OTY2MjIyOTU0Nw%3D%3D.2,2/15/16 16:35,0,15,16,35,"""eeeeeats, foodporn""",1,1,,"""flower, lamb and mutton, dish, food, leaf, vegetable"""
310237.5449,599855.9075,ObjectId(56cf835bb7316e0001714ecc),1456167456,1190741386400196869_13753929,230001827,42.0697381,-88.209629,8,2,"[{""created_time"":""1456169655"",""text"":""YUUUUUUUUM"",""from"":{""username"":""kieranne22"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/10544283_1454015944883106_1243741508_a.jpg"",""id"":""14478895"",""full_name"":""Kieranne Nelms""},""id"":""11907598318",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716546_1551937161765314_334937594_n.jpg?ig_cache_key=MTE5MDc0MTM4NjQwMDE5Njg2OQ%3D%3D.2,2/22/16 13:57,0,22,13,57,"""itsthelittlethings, foodporn, happyplaces, cheflife, thesaddleroom, kitchen""",1,1,,"""royal icing, food, icing, dessert, buttercream, flower, meringue, ingredient, egg white, figurine"""
310237.5449,599855.9075,ObjectId(56cf835bb7316e0001714ece),1456020982,1189512671842607892_17720071,230001827,42.0697381,-88.209629,11,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12725203_600139413470586_480689476_n.jpg?ig_cache_key=MTE4OTUxMjY3MTg0MjYwNzg5Mg%3D%3D.2,2/20/16 21:16,5,20,21,16,"""birthday, saddleroom, foodporn""",1,1,,"""dish, food, rib eye steak, meal, lamb and mutton, flower, pork chop, salad, steak, dinner"""
355273.3632,580939.8825,ObjectId(56cf8399b7316e0001714f45),1456078754,1189997303113030146_1510333685,185166,41.89756604,-87.66724181,74,10,"[{""created_time"":""1456079348"",""text"":""@tooch4321 you may be on to something...."",""from"":{""username"":""ruxbinchicago"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/11251027_1005205106227508_919446568_a.jpg"",""id"":""1510333685"",""full_name"":",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12724849_1008597135853609_2117324785_n.jpg?ig_cache_key=MTE4OTk5NzMwMzExMzAzMDE0Ng%3D%3D.2.l,2/21/16 13:19,6,21,13,19,"""foodbeast, eatfamous, chicagoeats, foodie, mychicagopix, foodporn, chicagofoodanddrink, foodphotography, zagat, forkyeah, eater, huffposttaste, dailyfoodfeed, igerschicago, yahoofood, jarrytype, feedfeed, eeeeeats, chicago, chicagofood, infatuationchi,",1,1,,"""mie goreng, dish, food, yakisoba, pecel, lunch, char kway teow, noodle"""
354873.7061,582003.4824,ObjectId(56cf83a7b7316e0001714f56),1455814717,1187782397001600933_297178970,50323014,41.9071693,-87.6719589,15,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751072_1735429503347060_1151557025_n.jpg?ig_cache_key=MTE4Nzc4MjM5NzAwMTYwMDkzMw%3D%3D.2,2/18/16 11:58,3,18,11,58,"""wickerpark, foodie, oiistar, chicago, foodporn, ramen""",1,1,,"""dish, malaysian food, food, laksa, hokkien mee, noodle, mi rebus, noodle soup, soup, chinese food"""
354873.7061,582003.4824,ObjectId(56cf83a7b7316e0001714f57),1455803158,1187685430481380237_2082744087,50323014,41.9071693,-87.6719589,148,16,"[{""created_time"":""1455815499"",""text"":""@thuysdiary Am I invited?!"",""from"":{""username"":""dateplatechi"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12747645_489280754590055_806871119_a.jpg"",""id"":""2082744087"",""full_name"":""Caitlin",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12748156_762729143857848_701596239_n.jpg?ig_cache_key=MTE4NzY4NTQzMDQ4MTM4MDIzNw%3D%3D.2,2/18/16 8:45,3,18,8,45,"""foodiechats, foodphoto, chicagoeats, fabfoodchicago, myfab5, foodporn, food, foodphotography, topchicagorestaurants, 312food, goodeats, everythingerica, eaterchicago, lunch, foodie, noodles, ramen, chicago, foodgawker, chicagofood, eeeeeats, chicagofood",1,1,,"""dish, food, noodle, soup, noodle soup"""
354873.7061,582003.4824,ObjectId(56cf83a7b7316e0001714f58),1455766262,1187375929877589067_1745783322,50323014,41.9071693,-87.6719589,32,2,"[{""created_time"":""1455806655"",""text"":""Cool!"",""from"":{""username"":""dishroulette"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/11887116_151962448472132_1980714673_a.jpg"",""id"":""1954722173"",""full_name"":""""},""id"":""118771476502334209",https://scontent.cdninstagram.com/t51.2885-15/e35/12751081_1252250068125795_857379697_n.jpg?ig_cache_key=MTE4NzM3NTkyOTg3NzU4OTA2Nw%3D%3D.2,2/17/16 22:31,2,17,22,31,"""pork, chicagorestaurants, foodporn, chicagofoodanddrink, japanesefood, chicagofoodscene, oiistar, porkbelly, chicagocraves, ramen, chicagofood, japaneserestaurant, chicagoeater, chicago, bestfoodchicago, chicagofoodmag, chicagofoodie, wickerpark, 3, ton",1,1,,"""dish, meal, food, lunch, seafood, clip art, chinese food, asian food"""
354873.7061,582003.4824,ObjectId(56cf83a7b7316e0001714f5f),1455579834,1185812060411457179_399433258,50323014,41.9071693,-87.6719589,69,1,"[{""created_time"":""1455579882"",""text"":""#featuremeinstagood #fabfoodchicago #feedyoursoull #foodgasm #foodporn #foodbloggers #foodie #instadaily #insta_chicago #explorechicago #eeeeeats #infatuationchi #chicagofood #chicagofoodauthority #chicagofoodmag #ea",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729461_950395198363465_2061879869_n.jpg?ig_cache_key=MTE4NTgxMjA2MDQxMTQ1NzE3OQ%3D%3D.2.l,2/15/16 18:43,0,15,18,43,"""chicagoeats, fabfoodchicago, foodgasm, monday, foodporn, eater, forkyeah, explorechicago, buzzfeast, featuremeinstagood, foodie, instadaily, chicagofood, foodbloggers, eeeeeats, nextme, feedyoursoull, happywaiting, infatuationchi, chicagofoodmag, chigra",1,1,,"""dish, food, meal, skewer, grilling, antipasto, barbecue grill, barbecue, yakitori, outdoor grill"""
358256.7943,575875.7991,ObjectId(56cf8418d955730001965baa),1455572490,1185750450513342894_1788606755,2096894,41.8517609,-87.6317902,104,2,"[{""created_time"":""1455573009"",""text"":""I have a serious dumpling addiction _Ù÷ _Ù÷  enjoy _Ù÷Ü_Ù÷Ü"",""from"":{""username"":""numms"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12748295_574856112677913_421308782_a.jpg"",""id"":""236874",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12750374_209214472764753_768064352_n.jpg?ig_cache_key=MTE4NTc1MDQ1MDUxMzM0Mjg5NA%3D%3D.2,2/15/16 16:41,0,15,16,41,"""pork, spicy, foodporn, dumplings, foodgangsta, chinesenewyear, chicagoeats, sichuan, china, chili, foodstagram, chinesefood, chicago, chicagofood, chinatown, dumpling, instafood, food, hot, dimsum""",1,1,,"""varenyky, food, dish, jiaozi, dim sum food, pierogi, chinese food, italian food, rice noodle roll, rice noodles"""
319630.0504,558201.2104,ObjectId(56cf84bb17acf000013262a8),1455489226,1185051982984474483_243522650,1017166677,41.6945258,-88.0975193,14,1,"[{""created_time"":""1455595645"",""text"":""Very Nice!"",""from"":{""username"":""greenpotatomedia"",""profile_picture"":""https://scontent.cdninstagram.com/l/t51.2885-19/s150x150/12545315_1687194714896920_2140523695_a.jpg"",""id"":""10620922"",""full_name"":""GreenPotato""},""id",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12598987_983441641747455_909733831_n.jpg?ig_cache_key=MTE4NTA1MTk4Mjk4NDQ3NDQ4Mw%3D%3D.2.l,2/14/16 17:33,6,14,17,33,"""pepper, salad, rigatoni, food, foodporn, creamcheese, whitewine, spinach, artichokehearts, artichoke, pasta, salt, wine""",1,1,,"""food, dish, flower, pierogi, vegetable, italian food, pizzoccheri, ingredient, salad"""
355138.5728,584216.6938,ObjectId(56cf84bbb7316e00017151c1),1456089046,1190083639078576741_476489631,961502020,41.927076,-87.66856,40,1,"[{""created_time"":""1456287282"",""text"":""Yummmmm"",""from"":{""username"":""3piegi"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12725148_174600859583780_1524851082_a.jpg"",""id"":""1992042515"",""full_name"":""""},""id"":""1191746562670748293""}]",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12728672_874762662635204_1849296489_n.jpg?ig_cache_key=MTE5MDA4MzYzOTA3ODU3Njc0MQ%3D%3D.2,2/21/16 16:10,6,21,16,10,"""bf, instagram, foodporn, polka, gf, polishgirl, delicious, hashtag, brunch, friends, worththecalories, cinamon, chill, great, yummy, chicago, eggbenedict, potatoes, polishplace, paralegal, instafood, spinach, goodtime, loveit, lokal, photooftheday""",1,1,,"""meal, dish, food, breakfast, sunday roast, brunch, lunch, vegetable, poultry, dinner"""
355138.5728,584216.6938,ObjectId(56cf84bbb7316e00017151c5),1455721036,1186996540812373377_2108333914,961502020,41.927076,-87.66856,67,5,"[{""created_time"":""1455721134"",""text"":"".\n.\n.\n.\n.\n#theeverydayexplorer #everydayexplorer #travelgram #travelblogger #wanderlust #midwestblogger #chicagoblogger #windycityblogger #newbieblogger #breakfast #brunch #foodporn #foodie #turndownforbrunch #c",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12677450_814496898696081_278213565_n.jpg?ig_cache_key=MTE4Njk5NjU0MDgxMjM3MzM3Nw%3D%3D.2.l,2/17/16 9:57,2,17,9,57,"""chicagoblogger, foodie, chicagorestaurants, foodporn, windycityblogger, theeverydayexplorer, breakfast, brunch, turndownforbrunch, everydayexplorer, wanderlust, chicago, travelblogger, chicagofood, chicagofoodie, chicagobrunch, newbieblogger, travelgram",1,1,,"""meal, dish, food, brunch, breakfast, ratatouille, lunch, poached egg, ingredient, bibimbap"""
346069.9849,573570.4453,ObjectId(56cf84c317acf000013262ad),1456058128,1189824273449406533_41791459,1028610939,41.83180815,-87.77871861,7,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12545493_1752370065045577_808154401_n.jpg?ig_cache_key=MTE4OTgyNDI3MzQ0OTQwNjUzMw%3D%3D.2,2/21/16 7:35,6,21,7,35,"""friedcalamari, goodfood, squid, delicious, foodporn""",1,1,,"""dish, food, meal, tavern, restaurant, seafood, tempura, lunch"""
355477.4318,586181.3905,ObjectId(56cf84f0b7316e00017151f7),1456178247,1190831911372615202_2698441050,476189281,41.94474,-87.66429,108,2,"[{""created_time"":""1456189468"",""text"":"":)"",""from"":{""username"":""thebellyofla"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12338477_443240219194420_963249583_a.jpg"",""id"":""2317570461"",""full_name"":""""},""id"":""1190926038038769069""},",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12783413_219241695091769_161532945_n.jpg?ig_cache_key=MTE5MDgzMTkxMTM3MjYxNTIwMg%3D%3D.2,2/22/16 16:57,0,22,16,57,"""restaurantsofinsta, foodie, chicagopizza, foodporn, tastespotting, recipe, cleaneating, sogood, buzzfeedfood, delicious, foodgasm, dailyfoodfeed, catering, eat, bestthingever, foodstagram, yummy, eeeeeats, restaurant, healthy, beerflight, cooking, hungr",1,1,,"""dish, food, platter, meal, plate"""
353544.6191,583392.0708,ObjectId(56cf852b17acf000013263b5),1455488070,1185042286676549972_1680747823,683829,41.9197617,-87.687851,18,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716658_1045248088871725_1724517347_n.jpg?ig_cache_key=MTE4NTA0MjI4NjY3NjU0OTk3Mg%3D%3D.2,2/14/16 17:14,6,14,17,14,"""foodstagram, peekaboo, foodgasm, foodporn, food, fries, chicagostyle, freshcut, foodpics, tasty, delicious, chicagodog""",1,1,,"""food, dish, flower, vegetable, plant, french fries, crop, oyster mushroom, potato wedges, ingredient"""
358051.886,580104.5054,ObjectId(56cf853617acf000013263df),1455507830,1185208040007001709_2090325888,932584,41.88984623,-87.63384264,96,2,"[{""created_time"":""1455565500"",""text"":""Are those truffle fries?!"",""from"":{""username"":""thnxbetofood"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12132898_440133102860640_1058167778_a.jpg"",""id"":""2110213461"",""full_name"":""Thanks",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12677684_465771270293956_700041877_n.jpg?ig_cache_key=MTE4NTIwODA0MDAwNzAwMTcwOQ%3D%3D.2.l,2/14/16 22:43,6,14,22,43,"""chicagoeats, foodgasm, foodporn, food, feastagram, forkyeah, foodpicsbruh, \ud83c\udf54, delicious, chieats, dailyfoodfeed, foodpic, eat, foodstagram, yummy, chitownfoodies, chicago, chitownfood, chicagofood, chifood, nomnom, chicagofoodie, instafood, k",1,1,,"""yakitori, skewer, dish, grilling, souvlaki, fried fish, meat chop, food, human action, pescado frito"""
321280.2845,634271.4004,ObjectId(56cf8595d8f60d0001f2458e),1455742596,1187177403366720253_335725719,269569325,42.37935407,-88.07493577,20,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716862_496737137204168_2078990230_n.jpg?ig_cache_key=MTE4NzE3NzQwMzM2NjcyMDI1Mw%3D%3D.2.l,2/17/16 15:56,2,17,15,56,"""spicy, foodie, tilapia, colorful, foodporn, food, mangochiletilapia, foods, foodpornography, broccoli, foodagraphy, foodstagram, yummy, chilis, worthit, foodforthought, rice, roundlakebeachillinois""",1,1,,"""food, dish, meal, lunch, teriyaki, tilapia, dinner, manti, poultry, kebab"""
328287.7564,597798.1833,ObjectId(56cf85a612779c00013e394a),1456280529,1191689910807798741_211711895,688567091,42.05077,-87.991623,21,2,"[{""created_time"":""1456280767"",""text"":""I so ‰ù_•üè@chwinery. Glad you're experiencing it."",""from"":{""username"":""tonya_lucchetti"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/11313444_707197072741655_75478105_a.jpg"",""id"":""266065858"",""ful",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12502053_1651523735094487_50588945_n.jpg?ig_cache_key=MTE5MTY4OTkxMDgwNzc5ODc0MQ%3D%3D.2,2/23/16 21:22,1,23,21,22,"""instapic, foodie, foodporn, slay, chesse, yum, love, pickledveggies, italian""",1,1,,"""food, dish, ratatouille, vegetable, meal, salmonids, cod, zucchini, ingredient, fish"""
328287.7564,597798.1833,ObjectId(56cf85a612779c00013e394b),1456279782,1191683641799276744_261996469,688567091,42.05077,-87.991623,29,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716720_1035329626530585_49388639_n.jpg?ig_cache_key=MTE5MTY4MzY0MTc5OTI3Njc0NA%3D%3D.2,2/23/16 21:09,1,23,21,9,"""instapic, guac, avacado, foodporn, love, datenight, fancy""",1,1,,"""dish, food, flower, meal, seafood, scampi, pancetta, vegetable, poultry, ingredient"""
328287.7564,597798.1833,ObjectId(56cf85a612779c00013e394e),1456191658,1190944410659315794_557711399,688567091,42.05077,-87.991623,22,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12747733_1674251312834937_1699315053_n.jpg?ig_cache_key=MTE5MDk0NDQxMDY1OTMxNTc5NA%3D%3D.2,2/22/16 20:40,0,22,20,40,"""instafood, travel, chicago, foodie, foodporn""",1,1,,"""food, dish, meze, salad, vegetable, flower, meal, ingredient, leaf vegetable"""
356235.3952,580806.2802,ObjectId(56cf85c63bc9be00014ef4fb),1455505598,1185189324015408956_212790388,468599223,41.89629542,-87.65566199,39,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12627911_178019849236950_401481831_n.jpg?ig_cache_key=MTE4NTE4OTMyNDAxNTQwODk1Ng%3D%3D.2,2/14/16 22:06,6,14,22,6,"""heart, love, pieeyed, foodporn, walkingdead, amc, sundayfunday, happysunday, pizzapizza, pizzaparty, thewalkingdead, chicago, valentinesday, happyvalentinesday, valentines, snow, food, sunday, pizzalover, fun, hearts, pieeyedpizzeria, pizza""",1,1,,"""dish, food, meal, pizza, pepperoni, italian food, heart, italian sausage, breakfast, sausage"""
356235.3952,580806.2802,ObjectId(56cf85c63bc9be00014ef4fd),1455491382,1185070070884603193_212790388,468599223,41.89629542,-87.65566199,30,0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729517_949905475103576_1060474168_n.jpg?ig_cache_key=MTE4NTA3MDA3MDg4NDYwMzE5Mw%3D%3D.2.l,2/14/16 18:09,6,14,18,9,"""heart, pizzaparty, foodporn, food, sundayfunday, happysunday, pizzapizza, love, chicago, pieeyed, happyvalentinesday, valentines, snow, valentinesday, sunday, pieeyedpizzeria, fun, hearts, pizzalover, pizza""",1,1,,"""dish, pizza cheese, pizza, food, pepperoni, meal, italian food, italian sausage, breakfast, mozzarella"""
